"document","comment_id","flausch"
"NDY-003","185","no"
"NDY-003","186","no"
"NDY-003","187","no"
"NDY-003","188","no"
"NDY-003","189","no"
"NDY-003","190","no"
"NDY-003","191","no"
"NDY-003","192","yes"
"NDY-003","193","yes"
"NDY-003","194","no"
"NDY-003","195","yes"
"NDY-003","196","yes"
"NDY-003","197","no"
"NDY-003","198","yes"
"NDY-003","199","no"
"NDY-003","200","no"
"NDY-003","201","no"
"NDY-003","202","yes"
"NDY-003","203","yes"
"NDY-003","204","no"
"NDY-003","205","yes"
"NDY-003","206","yes"
"NDY-003","207","no"
"NDY-003","208","no"
"NDY-003","209","no"
"NDY-003","210","no"
"NDY-003","211","no"
"NDY-003","212","no"
"NDY-003","213","no"
"NDY-003","214","yes"
"NDY-003","215","yes"
"NDY-003","216","no"
"NDY-003","217","no"
"NDY-003","218","yes"
"NDY-003","219","no"
"NDY-003","220","yes"
"NDY-003","221","no"
"NDY-003","222","no"
"NDY-003","223","no"
"NDY-003","224","yes"
"NDY-003","225","no"
"NDY-003","226","no"
"NDY-003","227","yes"
"NDY-003","228","yes"
"NDY-003","229","no"
"NDY-003","230","no"
"NDY-003","231","no"
"NDY-003","232","no"
"NDY-003","233","yes"
"NDY-003","234","no"
"NDY-003","235","yes"
"NDY-003","236","no"
"NDY-003","237","yes"
"NDY-003","238","yes"
"NDY-003","239","no"
"NDY-003","240","no"
"NDY-003","241","no"
"NDY-003","242","no"
"NDY-003","243","no"
"NDY-003","244","yes"
"NDY-003","245","no"
"NDY-003","246","no"
"NDY-003","247","no"
"NDY-003","248","yes"
"NDY-003","249","yes"
"NDY-003","250","yes"
"NDY-003","251","no"
"NDY-003","252","yes"
"NDY-003","253","yes"
"NDY-003","254","no"
"NDY-003","255","yes"
"NDY-003","256","no"
"NDY-003","257","no"
"NDY-003","258","yes"
"NDY-003","259","yes"
"NDY-003","260","no"
"NDY-003","261","no"
"NDY-003","262","no"
"NDY-003","263","yes"
"NDY-003","264","no"
"NDY-003","265","no"
"NDY-003","266","no"
"NDY-003","267","yes"
"NDY-003","268","no"
"NDY-003","269","no"
"NDY-003","270","yes"
"NDY-003","271","yes"
"NDY-003","272","no"
"NDY-003","273","no"
"NDY-003","274","no"
"NDY-003","275","yes"
"NDY-003","276","no"
"NDY-003","277","no"
"NDY-003","278","no"
"NDY-003","279","yes"
"NDY-003","280","yes"
"NDY-003","281","no"
"NDY-003","282","no"
"NDY-003","283","yes"
"NDY-003","284","no"
"NDY-003","285","no"
"NDY-003","286","no"
"NDY-003","287","no"
"NDY-003","288","yes"
"NDY-003","289","no"
"NDY-003","290","no"
"NDY-003","291","no"
"NDY-003","292","no"
"NDY-003","293","no"
"NDY-003","294","yes"
"NDY-003","295","yes"
"NDY-003","296","yes"
"NDY-003","297","no"
"NDY-003","298","no"
"NDY-003","299","yes"
"NDY-003","300","no"
"NDY-003","301","no"
"NDY-003","302","no"
"NDY-003","303","no"
"NDY-003","304","no"
"NDY-003","305","yes"
"NDY-003","306","no"
"NDY-003","307","no"
"NDY-003","308","no"
"NDY-003","309","yes"
"NDY-003","310","no"
"NDY-003","311","yes"
"NDY-003","312","no"
"NDY-003","313","no"
"NDY-003","314","no"
"NDY-003","315","no"
"NDY-003","316","yes"
"NDY-003","317","no"
"NDY-003","318","no"
"NDY-003","319","no"
"NDY-003","320","no"
"NDY-003","321","yes"
"NDY-003","322","no"
"NDY-003","323","yes"
"NDY-003","324","no"
"NDY-003","325","yes"
"NDY-003","326","no"
"NDY-003","327","yes"
"NDY-003","328","yes"
"NDY-003","329","yes"
"NDY-003","330","yes"
"NDY-003","331","no"
"NDY-003","332","yes"
"NDY-003","333","no"
"NDY-003","334","no"
"NDY-003","335","yes"
"NDY-003","336","no"
"NDY-003","337","no"
"NDY-003","338","no"
"NDY-003","339","no"
"NDY-003","340","yes"
"NDY-003","341","no"
"NDY-003","342","no"
"NDY-003","343","no"
"NDY-003","344","no"
"NDY-003","345","yes"
"NDY-003","346","yes"
"NDY-003","347","yes"
"NDY-003","348","yes"
"NDY-003","349","no"
"NDY-003","350","no"
"NDY-003","351","no"
"NDY-003","352","yes"
"NDY-003","353","yes"
"NDY-003","354","yes"
"NDY-003","355","yes"
"NDY-003","356","yes"
"NDY-003","357","yes"
"NDY-003","358","yes"
"NDY-003","359","yes"
"NDY-003","360","yes"
"NDY-003","361","no"
"NDY-003","362","yes"
"NDY-003","363","no"
"NDY-003","364","yes"
"NDY-003","365","no"
"NDY-003","366","no"
"NDY-003","367","no"
"NDY-003","368","no"
"NDY-003","369","no"
"NDY-003","370","no"
"NDY-003","371","no"
"NDY-003","372","yes"
"NDY-003","373","yes"
"NDY-003","374","yes"
"NDY-003","375","yes"
"NDY-003","376","yes"
"NDY-003","377","yes"
"NDY-003","378","yes"
"NDY-003","379","no"
"NDY-003","380","yes"
"NDY-003","381","no"
"NDY-003","382","yes"
"NDY-003","383","yes"
"NDY-003","384","yes"
"NDY-003","385","no"
"NDY-003","386","yes"
"NDY-003","387","yes"
"NDY-003","388","yes"
"NDY-003","389","yes"
"NDY-003","390","no"
"NDY-003","391","no"
"NDY-003","392","no"
"NDY-003","393","no"
"NDY-003","394","no"
"NDY-003","395","yes"
"NDY-003","396","no"
"NDY-003","397","yes"
"NDY-003","398","no"
"NDY-003","399","no"
"NDY-003","400","no"
"NDY-003","401","no"
"NDY-003","402","yes"
"NDY-003","403","no"
"NDY-003","404","no"
"NDY-003","405","no"
"NDY-003","406","yes"
"NDY-003","407","yes"
"NDY-003","408","no"
"NDY-003","409","no"
"NDY-003","410","yes"
"NDY-003","411","yes"
"NDY-003","412","no"
"NDY-003","413","yes"
"NDY-003","414","no"
"NDY-003","415","yes"
"NDY-003","416","yes"
"NDY-003","417","yes"
"NDY-003","418","no"
"NDY-003","419","no"
"NDY-003","420","yes"
"NDY-003","421","yes"
"NDY-003","422","yes"
"NDY-003","423","no"
"NDY-003","424","yes"
"NDY-003","425","yes"
"NDY-003","426","yes"
"NDY-003","427","yes"
"NDY-003","428","yes"
"NDY-003","429","no"
"NDY-003","430","yes"
"NDY-003","431","yes"
"NDY-003","432","yes"
"NDY-003","433","no"
"NDY-003","434","no"
"NDY-003","435","no"
"NDY-003","436","yes"
"NDY-003","437","no"
"NDY-003","438","no"
"NDY-003","439","no"
"NDY-003","440","no"
"NDY-003","441","no"
"NDY-003","442","yes"
"NDY-003","443","yes"
"NDY-003","444","no"
"NDY-003","445","no"
"NDY-003","446","no"
"NDY-003","447","no"
"NDY-003","448","no"
"NDY-003","449","no"
"NDY-003","450","no"
"NDY-003","451","no"
"NDY-003","452","no"
"NDY-003","453","no"
"NDY-003","454","no"
"NDY-003","455","no"
"NDY-003","456","no"
"NDY-003","457","yes"
"NDY-003","458","yes"
"NDY-003","459","yes"
"NDY-003","460","no"
"NDY-003","461","yes"
"NDY-003","462","no"
"NDY-003","463","no"
"NDY-003","464","no"
"NDY-003","465","no"
"NDY-003","466","no"
"NDY-003","467","yes"
"NDY-003","468","no"
"NDY-003","469","no"
"NDY-003","470","no"
"NDY-003","471","yes"
"NDY-003","472","no"
"NDY-003","473","yes"
"NDY-003","474","no"
"NDY-003","475","no"
"NDY-003","476","yes"
"NDY-003","477","yes"
"NDY-003","478","no"
"NDY-003","479","no"
"NDY-003","480","yes"
"NDY-003","481","yes"
"NDY-003","482","no"
"NDY-003","483","yes"
"NDY-003","484","no"
"NDY-003","485","no"
"NDY-003","486","no"
"NDY-003","487","no"
"NDY-003","488","no"
"NDY-003","489","no"
"NDY-003","490","no"
"NDY-003","491","no"
"NDY-003","492","yes"
"NDY-003","493","yes"
"NDY-003","494","yes"
"NDY-003","495","yes"
"NDY-003","496","yes"
"NDY-003","497","yes"
"NDY-003","498","yes"
"NDY-003","499","yes"
"NDY-003","500","yes"
"NDY-003","501","yes"
"NDY-003","502","yes"
"NDY-003","503","no"
"NDY-003","504","no"
"NDY-003","505","yes"
"NDY-003","506","no"
"NDY-003","507","yes"
"NDY-003","508","yes"
"NDY-003","509","yes"
"NDY-003","510","no"
"NDY-003","511","no"
"NDY-003","512","no"
"NDY-003","513","no"
"NDY-003","514","no"
"NDY-003","515","no"
"NDY-003","516","no"
"NDY-003","517","yes"
"NDY-003","518","yes"
"NDY-003","519","no"
"NDY-003","520","yes"
"NDY-003","521","yes"
"NDY-003","522","no"
"NDY-003","523","no"
"NDY-003","524","yes"
"NDY-003","525","no"
"NDY-003","526","no"
"NDY-003","527","no"
"NDY-003","528","no"
"NDY-003","529","yes"
"NDY-003","530","yes"
"NDY-003","531","no"
"NDY-003","532","no"
"NDY-003","533","yes"
"NDY-003","534","no"
"NDY-003","535","no"
"NDY-003","536","yes"
"NDY-003","537","yes"
"NDY-003","538","no"
"NDY-003","539","no"
"NDY-003","540","yes"
"NDY-003","541","yes"
"NDY-003","542","no"
"NDY-003","543","no"
"NDY-003","544","yes"
"NDY-003","545","yes"
"NDY-003","546","no"
"NDY-003","547","no"
"NDY-003","548","yes"
"NDY-003","549","yes"
"NDY-003","550","yes"
"NDY-003","551","yes"
"NDY-003","552","yes"
"NDY-003","553","no"
"NDY-003","554","no"
"NDY-003","555","no"
"NDY-003","556","no"
"NDY-003","557","yes"
"NDY-003","558","yes"
"NDY-003","559","no"
"NDY-003","560","yes"
"NDY-003","561","no"
"NDY-003","562","no"
"NDY-003","563","no"
"NDY-003","564","yes"
"NDY-003","565","yes"
"NDY-003","566","yes"
"NDY-003","567","no"
"NDY-003","568","no"
"NDY-003","569","no"
"NDY-003","570","no"
"NDY-003","571","no"
"NDY-003","572","yes"
"NDY-003","573","no"
"NDY-003","574","no"
"NDY-003","575","no"
"NDY-003","576","yes"
"NDY-003","577","no"
"NDY-003","578","yes"
"NDY-003","579","no"
"NDY-003","580","no"
"NDY-003","581","yes"
"NDY-003","582","no"
"NDY-003","583","no"
"NDY-003","584","no"
"NDY-003","585","no"
"NDY-003","586","yes"
"NDY-003","587","no"
"NDY-003","588","no"
"NDY-003","589","no"
"NDY-003","590","yes"
"NDY-003","591","no"
"NDY-003","592","yes"
"NDY-003","593","yes"
"NDY-003","594","yes"
"NDY-003","595","no"
"NDY-003","596","no"
"NDY-003","597","no"
"NDY-003","598","no"
"NDY-003","599","yes"
"NDY-003","600","no"
"NDY-003","601","no"
"NDY-003","602","yes"
"NDY-003","603","no"
"NDY-003","604","yes"
"NDY-003","605","yes"
"NDY-003","606","yes"
"NDY-003","607","yes"
"NDY-003","608","no"
"NDY-003","609","yes"
"NDY-003","610","no"
"NDY-003","611","no"
"NDY-003","612","yes"
"NDY-003","613","no"
"NDY-003","614","no"
"NDY-003","615","no"
"NDY-003","616","no"
"NDY-003","617","no"
"NDY-003","618","yes"
"NDY-003","619","no"
"NDY-003","620","no"
"NDY-003","621","no"
"NDY-003","622","no"
"NDY-003","623","no"
"NDY-003","624","no"
"NDY-003","625","no"
"NDY-003","626","no"
"NDY-003","627","no"
"NDY-003","628","no"
"NDY-003","629","no"
"NDY-003","630","no"
"NDY-003","631","yes"
"NDY-003","632","no"
"NDY-003","633","no"
"NDY-003","634","no"
"NDY-003","635","yes"
"NDY-003","636","yes"
"NDY-003","637","yes"
"NDY-003","638","yes"
"NDY-003","639","yes"
"NDY-003","640","no"
"NDY-003","641","no"
"NDY-003","642","no"
"NDY-003","643","yes"
"NDY-003","644","no"
"NDY-003","645","no"
"NDY-003","646","no"
"NDY-003","647","yes"
"NDY-003","648","no"
"NDY-003","649","no"
"NDY-003","650","no"
"NDY-003","651","no"
"NDY-003","652","no"
"NDY-003","653","yes"
"NDY-003","654","no"
"NDY-003","655","no"
"NDY-003","656","no"
"NDY-003","657","yes"
"NDY-003","658","no"
"NDY-003","659","no"
"NDY-003","660","no"
"NDY-003","661","yes"
"NDY-003","662","no"
"NDY-003","663","no"
"NDY-003","664","yes"
"NDY-003","665","yes"
"NDY-003","666","yes"
"NDY-003","667","no"
"NDY-003","668","yes"
"NDY-003","669","no"
"NDY-003","670","no"
"NDY-003","671","no"
"NDY-003","672","no"
"NDY-003","673","no"
"NDY-003","674","no"
"NDY-003","675","no"
"NDY-003","676","no"
"NDY-003","677","no"
"NDY-003","678","no"
"NDY-003","679","yes"
"NDY-003","680","no"
"NDY-003","681","no"
"NDY-003","682","no"
"NDY-003","683","no"
"NDY-003","684","no"
"NDY-003","685","no"
"NDY-003","686","yes"
"NDY-003","687","no"
"NDY-003","688","no"
"NDY-003","689","no"
"NDY-003","690","no"
"NDY-003","691","no"
"NDY-003","692","no"
"NDY-003","693","yes"
"NDY-003","694","yes"
"NDY-003","695","yes"
"NDY-003","696","no"
"NDY-003","697","yes"
"NDY-003","698","yes"
"NDY-003","699","yes"
"NDY-003","700","yes"
"NDY-003","701","no"
"NDY-003","702","no"
"NDY-003","703","no"
"NDY-003","704","yes"
"NDY-003","705","no"
"NDY-003","706","yes"
"NDY-003","707","no"
"NDY-003","708","no"
"NDY-003","709","no"
"NDY-003","710","no"
"NDY-003","711","no"
"NDY-003","712","no"
"NDY-003","713","no"
"NDY-003","714","no"
"NDY-003","715","no"
"NDY-003","716","no"
"NDY-003","717","no"
"NDY-003","718","yes"
"NDY-003","719","yes"
"NDY-003","720","yes"
"NDY-003","721","no"
"NDY-003","722","yes"
"NDY-003","723","no"
"NDY-003","724","no"
"NDY-003","725","yes"
"NDY-003","726","no"
"NDY-003","727","no"
"NDY-003","728","no"
"NDY-003","729","yes"
"NDY-003","730","yes"
"NDY-003","731","yes"
"NDY-003","732","yes"
"NDY-003","733","yes"
"NDY-003","734","no"
"NDY-003","735","yes"
"NDY-003","736","no"
"NDY-003","737","yes"
"NDY-003","738","no"
"NDY-003","739","no"
"NDY-003","740","no"
"NDY-003","741","no"
"NDY-003","742","no"
"NDY-003","743","no"
"NDY-003","744","yes"
"NDY-003","745","no"
"NDY-003","746","yes"
"NDY-003","747","no"
"NDY-003","748","no"
"NDY-003","749","no"
"NDY-003","750","no"
"NDY-003","751","no"
"NDY-003","752","no"
"NDY-003","753","yes"
"NDY-003","754","yes"
"NDY-003","755","yes"
"NDY-003","756","no"
"NDY-003","757","no"
"NDY-003","758","no"
"NDY-003","759","no"
"NDY-003","760","no"
"NDY-003","761","no"
"NDY-003","762","no"
"NDY-003","763","yes"
"NDY-003","764","no"
"NDY-003","765","no"
"NDY-003","766","yes"
"NDY-003","767","yes"
"NDY-003","768","no"
"NDY-003","769","no"
"NDY-003","770","no"
"NDY-003","771","no"
"NDY-003","772","no"
"NDY-003","773","no"
"NDY-003","774","no"
"NDY-003","775","no"
"NDY-003","776","no"
"NDY-003","777","yes"
"NDY-003","778","no"
"NDY-003","779","no"
"NDY-003","780","no"
"NDY-003","781","no"
"NDY-003","782","no"
"NDY-003","783","no"
"NDY-003","784","yes"
"NDY-003","785","no"
"NDY-003","786","no"
"NDY-003","787","yes"
"NDY-003","788","yes"
"NDY-003","789","no"
"NDY-003","790","no"
"NDY-003","791","yes"
"NDY-003","792","no"
"NDY-003","793","no"
"NDY-003","794","yes"
"NDY-003","795","no"
"NDY-003","796","no"
"NDY-003","797","no"
"NDY-003","798","no"
"NDY-003","799","no"
"NDY-003","800","no"
"NDY-003","801","no"
"NDY-003","802","no"
"NDY-003","803","no"
"NDY-003","804","no"
"NDY-003","805","no"
"NDY-003","806","no"
"NDY-003","807","no"
"NDY-003","808","no"
"NDY-003","809","yes"
"NDY-003","810","no"
"NDY-003","811","yes"
"NDY-003","812","no"
"NDY-003","813","no"
"NDY-003","814","no"
"NDY-003","815","no"
"NDY-003","816","no"
"NDY-003","817","no"
"NDY-003","818","no"
"NDY-003","819","no"
"NDY-003","820","yes"
"NDY-003","821","no"
"NDY-003","822","no"
"NDY-003","823","no"
"NDY-003","824","no"
"NDY-003","825","yes"
"NDY-003","826","no"
"NDY-003","827","no"
"NDY-003","828","no"
"NDY-003","829","no"
"NDY-003","830","no"
"NDY-003","831","yes"
"NDY-003","832","no"
"NDY-003","833","no"
"NDY-003","834","no"
"NDY-003","835","no"
"NDY-003","836","no"
"NDY-003","837","yes"
"NDY-003","838","no"
"NDY-003","839","no"
"NDY-003","840","yes"
"NDY-003","841","yes"
"NDY-003","842","yes"
"NDY-003","843","no"
"NDY-003","844","no"
"NDY-003","845","yes"
"NDY-003","846","no"
"NDY-003","847","yes"
"NDY-003","848","yes"
"NDY-003","849","no"
"NDY-003","850","no"
"NDY-003","851","no"
"NDY-003","852","no"
"NDY-003","853","no"
"NDY-003","854","yes"
"NDY-003","855","yes"
"NDY-003","856","no"
"NDY-003","857","no"
"NDY-003","858","no"
"NDY-003","859","no"
"NDY-003","860","yes"
"NDY-003","861","no"
"NDY-003","862","no"
"NDY-003","863","no"
"NDY-003","864","no"
"NDY-003","865","yes"
"NDY-003","866","yes"
"NDY-003","867","yes"
"NDY-003","868","no"
"NDY-003","869","no"
"NDY-003","870","yes"
"NDY-003","871","no"
"NDY-003","872","no"
"NDY-003","873","no"
"NDY-003","874","no"
"NDY-003","875","yes"
"NDY-003","876","no"
"NDY-003","877","no"
"NDY-003","878","no"
"NDY-003","879","yes"
"NDY-003","880","yes"
"NDY-003","881","yes"
"NDY-003","882","no"
"NDY-003","883","yes"
"NDY-003","884","no"
"NDY-003","885","no"
"NDY-003","886","no"
"NDY-003","887","no"
"NDY-003","888","no"
"NDY-003","889","no"
"NDY-003","890","yes"
"NDY-003","891","yes"
"NDY-003","892","no"
"NDY-003","893","yes"
"NDY-003","894","yes"
"NDY-003","895","no"
"NDY-003","896","no"
"NDY-003","897","yes"
"NDY-003","898","no"
"NDY-003","899","no"
"NDY-003","900","no"
"NDY-003","901","no"
"NDY-003","902","yes"
"NDY-003","903","no"
"NDY-003","904","yes"
"NDY-003","905","no"
"NDY-003","906","no"
"NDY-003","907","no"
"NDY-003","908","yes"
"NDY-003","909","no"
"NDY-003","910","no"
"NDY-003","911","no"
"NDY-003","912","no"
"NDY-003","913","no"
"NDY-003","914","no"
"NDY-003","915","no"
"NDY-003","916","no"
"NDY-003","917","yes"
"NDY-003","918","yes"
"NDY-003","919","yes"
"NDY-003","920","no"
"NDY-003","921","yes"
"NDY-003","922","no"
"NDY-003","923","no"
"NDY-003","924","no"
"NDY-003","925","no"
"NDY-003","926","yes"
"NDY-003","927","no"
"NDY-003","928","no"
"NDY-003","929","no"
"NDY-003","930","no"
"NDY-003","931","no"
"NDY-003","932","no"
"NDY-003","933","yes"
"NDY-003","934","yes"
"NDY-003","935","no"
"NDY-003","936","no"
"NDY-003","937","yes"
"NDY-003","938","no"
"NDY-003","939","no"
"NDY-003","940","no"
"NDY-003","941","yes"
"NDY-003","942","no"
"NDY-003","943","no"
"NDY-003","944","no"
"NDY-003","945","no"
"NDY-003","946","no"
"NDY-003","947","yes"
"NDY-003","948","yes"
"NDY-003","949","yes"
"NDY-003","950","yes"
"NDY-003","951","yes"
"NDY-003","952","yes"
"NDY-003","953","no"
"NDY-003","954","yes"
"NDY-003","955","yes"
"NDY-003","956","no"
"NDY-003","957","yes"
"NDY-003","958","no"
"NDY-003","959","yes"
"NDY-003","960","no"
"NDY-003","961","no"
"NDY-003","962","yes"
"NDY-003","963","yes"
"NDY-003","964","yes"
"NDY-003","965","no"
"NDY-003","966","no"
"NDY-003","967","no"
"NDY-003","968","no"
"NDY-003","969","no"
"NDY-003","970","no"
"NDY-003","971","yes"
"NDY-003","972","yes"
"NDY-003","973","no"
"NDY-003","974","no"
"NDY-003","975","yes"
"NDY-003","976","yes"
"NDY-003","977","no"
"NDY-003","978","no"
"NDY-003","979","no"
"NDY-003","980","no"
"NDY-003","981","no"
"NDY-003","982","no"
"NDY-003","983","yes"
"NDY-003","984","yes"
"NDY-003","985","no"
"NDY-003","986","no"
"NDY-003","987","no"
"NDY-003","988","no"
"NDY-003","989","no"
"NDY-003","990","yes"
"NDY-003","991","no"
"NDY-003","992","yes"
"NDY-003","993","no"
"NDY-003","994","no"
"NDY-003","995","no"
"NDY-003","996","no"
"NDY-003","997","yes"
"NDY-003","998","yes"
"NDY-003","999","yes"
"NDY-003","1000","no"
"NDY-003","1001","no"
"NDY-003","1002","no"
"NDY-003","1003","no"
"NDY-003","1004","no"
"NDY-003","1005","no"
"NDY-003","1006","yes"
"NDY-003","1007","no"
"NDY-003","1008","yes"
"NDY-003","1009","no"
"NDY-003","1010","yes"
"NDY-003","1011","no"
"NDY-003","1012","no"
"NDY-003","1013","no"
"NDY-003","1014","no"
"NDY-003","1015","no"
"NDY-003","1016","no"
"NDY-003","1017","no"
"NDY-003","1018","no"
"NDY-003","1019","no"
"NDY-003","1020","no"
"NDY-003","1021","no"
"NDY-003","1022","no"
"NDY-003","1023","no"
"NDY-003","1024","no"
"NDY-003","1025","no"
"NDY-003","1026","yes"
"NDY-003","1027","no"
"NDY-003","1028","yes"
"NDY-003","1029","no"
"NDY-003","1030","no"
"NDY-003","1031","no"
"NDY-003","1032","no"
"NDY-003","1033","no"
"NDY-003","1034","no"
"NDY-003","1035","no"
"NDY-003","1036","no"
"NDY-003","1037","no"
"NDY-003","1038","no"
"NDY-003","1039","no"
"NDY-003","1040","no"
"NDY-003","1041","no"
"NDY-003","1042","no"
"NDY-003","1043","yes"
"NDY-003","1044","yes"
"NDY-003","1045","yes"
"NDY-003","1046","yes"
"NDY-003","1047","no"
"NDY-003","1048","no"
"NDY-003","1049","no"
"NDY-003","1050","yes"
"NDY-003","1051","no"
"NDY-003","1052","no"
"NDY-003","1053","yes"
"NDY-003","1054","no"
"NDY-003","1055","no"
"NDY-003","1056","no"
"NDY-003","1057","yes"
"NDY-003","1058","no"
"NDY-003","1059","yes"
"NDY-003","1060","yes"
"NDY-003","1061","yes"
"NDY-003","1062","no"
"NDY-003","1063","yes"
"NDY-003","1064","no"
"NDY-003","1065","no"
"NDY-003","1066","yes"
"NDY-003","1067","no"
"NDY-003","1068","no"
"NDY-003","1069","no"
"NDY-003","1070","no"
"NDY-003","1071","yes"
"NDY-003","1072","no"
"NDY-003","1073","yes"
"NDY-003","1074","no"
"NDY-003","1075","yes"
"NDY-003","1076","yes"
"NDY-003","1077","yes"
"NDY-003","1078","no"
"NDY-003","1079","no"
"NDY-003","1080","no"
"NDY-003","1081","yes"
"NDY-003","1082","yes"
"NDY-003","1083","yes"
"NDY-003","1084","yes"
"NDY-003","1085","no"
"NDY-003","1086","no"
"NDY-003","1087","yes"
"NDY-003","1088","no"
"NDY-003","1089","no"
"NDY-003","1090","yes"
"NDY-003","1091","no"
"NDY-003","1092","no"
"NDY-003","1093","no"
"NDY-003","1094","no"
"NDY-003","1095","yes"
"NDY-003","1096","no"
"NDY-003","1097","no"
"NDY-003","1098","yes"
"NDY-003","1099","yes"
"NDY-003","1100","no"
"NDY-003","1101","no"
"NDY-003","1102","yes"
"NDY-003","1103","no"
"NDY-003","1104","no"
"NDY-003","1105","yes"
"NDY-003","1106","no"
"NDY-003","1107","no"
"NDY-003","1108","no"
"NDY-003","1109","yes"
"NDY-003","1110","yes"
"NDY-003","1111","no"
"NDY-003","1112","no"
"NDY-003","1113","no"
"NDY-003","1114","no"
"NDY-003","1115","no"
"NDY-003","1116","no"
"NDY-003","1117","no"
"NDY-003","1118","yes"
