"document","comment_id","comment"
"NDY-003","25","supiiiii"
"NDY-003","26","wieso ist das eine lied jar of hearts weg und marry you bitte zürück schreiben"
"NDY-003","27","bisl kacke"
"NDY-003","28","muss man euch schon mal loben weil in dem alter schon so was machen sehr gut :D macht so weiter"
"NDY-003","29","ohaaa :D dieses Lied ist HAMMER ♥ nach einem mal anhören , konnte ich ( wir ) schon den Refrain ;) das Lied ist der Hit Leute ;) und endlich ist es da ♥"
"NDY-003","30","Nice nice"
"NDY-003","31","Respekt , echt gut :D nur am Gesang könntet ihr noch üben ..."
"NDY-003","32","ich finds gar nicht so schlecht :)"
"NDY-003","33","Wiie alle anderen Viideo's von euch : Hammergeiil & super qesungen ;-DD <3"
"NDY-003","34","ich mags dass ihr videos macht aber ich finde dass ihr nicht so gut singen könnt macht mal was ohne singen :)"
"NDY-003","35","Wieso nehmt ihr euch immer getrennt auf ? - Nehmt euch doch mal zusammen auf ."
"NDY-003","36","das Lied ist so cool ♥ wir hören das schon den GANZEN tag ♥ ♥ ♥ ♥ Ihr seid echt die besten , Jungs :D und ihr könnt singen , hört nicht auf die die sagen ihr könnt nicht singen !! ;) Lieben Euch 33"
"NDY-003","37","Super Jungs ( ( : Weiter soo 3"
"NDY-003","38","Habs hetzt auf meinem iPhone und iPod * ____ *"
"NDY-003","39","@BeautyQeen25 * Eure Version !!! :D"
"NDY-003","40","echt hammer gut"
"NDY-003","41","@Der1999Ottifant SOOOOOOOOOOOOOOOOO Viele Schöne Daumen :)"
"NDY-003","42","@97Megahero wegen Gema"
"NDY-003","43","können wir und mal sehn LOCHIS ich kann auch gut singen !!"
"NDY-003","44","hört mal und sieht sein mund bei 00:25 an voll lolig hehe"
"NDY-003","45","Wenn ich dieses lied höre spielt mein herz auch verrück weil ich euch dann sehe ;) ;*"
"NDY-003","46","Scheiße könnt ihr nicht singen bestes beispiel ist 0:47"
"NDY-003","47","macht doch mal Party Rock Anthem wer das auch will daumen hoch"
"NDY-003","48","-Dialekt ist der aus dem Berliner Raum ? -neues Mikrofon wäre gut Aber ansonsten würde sich das echt gut anhören"
"NDY-003","49","gott heiko mit seinem süßen lächeln * - *"
"NDY-003","50","Riiiichtig geil :D"
"NDY-003","51","Also man braucht nicht drum rum reden , es ist von Alexi Bexi ! ABER ! Es ist gut ! Das einzige , was ihr ändern solltet ist , der Videotitel . Der ist nämlich komplett gleich , wie bei den videos von alexibexi ... LG"
"NDY-003","52","cool bitte schreibt zurückkk"
"NDY-003","53","Drückt mal die 4 :D während das Video läuft : D hehe hab jz sau lachflash :D aber trz . mag ich das lied"
"NDY-003","54","wartet ma auf euren stimmbruch .."
"NDY-003","55","Aber da merkt man : Roman ist gesanglich besser als Heiko ."
"NDY-003","56","Ihr seid einfach der Hammer !!!!"
"NDY-003","57","Ich find euch geil wie das viedio ;-) könnt ja mal meine viedios ankuken sind nur 2 traurige aber egal könnt dan ja wen ihrs gut fantet daumen hoch machen und vieleicht komentar wäre net :)"
"NDY-003","58","ihr übersetzt immer die Lieder die ich mag finde ich irgenwie lol"
"NDY-003","59","oh gott - . -"
"NDY-003","60","Einer von euch singt etwas schief ^^ Weiß aber nich wer :DD"
"NDY-003","61","wie alt seid ihr eigentlich ?"
"NDY-003","62","Wie alt seit ihr ?"
"NDY-003","63","@ShadiToMars ja . Ich muss dir recht geben ..."
"NDY-003","64","@feuerklo1 du heißt feuerklo ? ogott , wo bist du aufgewachsen ? o. Ô"
"NDY-003","65","Was für ein Schnittprogramm nehmt ihr ?"
"NDY-003","66","Manchmal habt ihr nich rchtig übersetz lol FALSCH !"
"NDY-003","67","warum macht ihr sowas ? unnötig !!!!"
"NDY-003","68","habt ihr keine hobbys oda so"
"NDY-003","69","heiko hat voll das süße lächeln * - * : d hehe"
"NDY-003","70","hamma stimme * __ *"
"NDY-003","71","Ihr süßeen ♥ ' :D"
"NDY-003","72","richtig scheiße"
"NDY-003","73","mal so am rande an manchen ecken ist die übersetzung falsch"
"NDY-003","74","@ScOuTii123 Du hast keine Ahnung die singen so schlecht das ist peinlich das hochzuladen"
"NDY-003","75","refrain ist am Besten ;* * ihr seid voll süßß und Geil ;D 3"
"NDY-003","76","Hallo Heiko und Roman , wir finden euch echt toll und süß ♥ wir sind eure größten Fans , so wie ihr bestimmt am Namen ablesen könnt ;) wir finden alle Videos von euch klasse ! Ihr seid wirklich die besten und dieses Lied ist besser als das Original . So war es auch bei Jar Of Hearts :D warum musste dieses Video eigentlich entfernt werden ? Lieben Euch Eure Die Lochis Fans"
"NDY-003","77","@DieLochis Erstmal ein großes Lob an euch , eure Stimmen hören sich im Vergleich zu den ersten Videos viel besser an ! macht weiter . Ich hätte mal eine frage : Ich hab gelesen das Roman Gitarre spielt . Mich würde interessieren ob ihr mal ein Akkustik-Cover oder so etwas machen könnt !"
"NDY-003","78","@ScOuTii123 autotune ? =)"
"NDY-003","79","@ScOuTiii123 xD wenn du meint also ich kann mir das nicht anhören so erbärmlich"
"NDY-003","80","cool ich liebe das lied :D"
"NDY-003","81","really great ! =D lalalalala like it !"
"NDY-003","82","@ScOuTii123 wieso weißt du alles über DieLochis ????"
"NDY-003","83","383Boz Kurt ja , aber nichtmal das beste Bearbeitungsprogramm kann diese Stimme regeln ;)"
"NDY-003","84","kann es sein das ihr y-titty ein bisschen nach macht ? ;) find ich klasse :D ;)"
"NDY-003","85","omg"
"NDY-003","86","@KRASSADJ Weil es so gut oder weil es so schlecht ist ?????"
"NDY-003","87","Geil :)"
"NDY-003","88","Geil Geil Geil Geil Geil Geil Geil Geil Geil :* * * Ihr seid der Hamma * - * ;)"
"NDY-003","89","Hm , irgendwas ist an den Untertiteln falsch . Er singt isch und dann steht da ich drunter .. Und wenn er nisch singt , steht da nicht . Verschteh isch nisch ."
"NDY-003","90","* - * 3 Sehrrrr toll ( ( : Ich höre das den ganzen Tag x3"
"NDY-003","91","@ScOuTii123 Woww , dass war jtz aber mal überzeugend , und hübsch sinndse auch , vor allen dingen ROman , derr hat nämlich anders 'de Haare geschnitten ;) Lieb Euch ♥"
"NDY-003","92","Ich Lispel auch meisteens :D ♥ Habe euuch auf Facebook gepostet ;* * ;)"
"NDY-003","93","Ihr seid die besten ich kann dieses lied jetzt shon auswendig ich liebe euch -3 - 3"
"NDY-003","94","@lilanna081 Sie sind 12"
"NDY-003","95","Alexi Bexi Verarsche ?"
"NDY-003","96","Könnt ihr nicht mal ein accoustic cover mit Mir machen ? :-DDDD :-* * spiele auch gittarre * _________________ *"
"NDY-003","97","wieso geht ihr nicht eigentlich zum supertalent ? :) :* wär cool ;D"
"NDY-003","98","@lilanna081 Gerne :)"
"NDY-003","99","und das singt ihr wirklich selber respekt macht weiter so"
"NDY-003","100","Wohaa * - *"
"NDY-003","101","Ich fande das Lied so scheiße , bis ich dass von euch gehört habe ! Es ist besser als das Orginal und ihr sind besser als jeder Erwachsener . Hoffe ihr Übersetzt noch andere Liede . z . B von ustin Bieber"
"NDY-003","102","meldet euch BITTE bei Das Supertalent an ."
"NDY-003","103","Das Lied von Bruno Mars-It will rain ist mega lustig gemacht worden von euch mit diesem Toastbrot , ihr wart extra bei Nettoeswegen"
"NDY-003","104","wie alt seid ihr eigentlich ? wüsste ich gerne mal weil ihr mir so vorkommt wie so 10 - 14 jährige :) ich finde euch bissel süß :)"
"NDY-003","105","Weiß jemand wie der Junge mit den Braunen Haaren heißt , wenn nicht er sieht etwas aus wie ein Junge meiner Schule ! Er heißt Jannik und er ist in der 7Klasse und die sehen genau gleich aus !"
"NDY-003","106","Ich finds strange ......... ( kein Kommentar )"
"NDY-003","107","geiler shit ! ;)"
"NDY-003","108","Schon cool aber ... nich ganz alles getroffen macht weiter so ! :)"
"NDY-003","109","wart mal ab wenn du im stimmbruch sind :D"
"NDY-003","110","@Makkadam1 Ich sehe das genauso . solche kleinen Kiddis ^^"
"NDY-003","111","Woher hast du den Weißen Pulli ?? * - * :D ich will auch soo Einen * ________ *"
"NDY-003","112","@Makkadam1 Würd' gerne wissen wie du Nerd das beurteilen willst , welche Haare die zwei haben ? Schon mal angefasst ? Total unqualifiziert ..."
"NDY-003","113","Was ist das für ein Dialekt , dass ihr zu blöd seid das , , ch '' richtig auszusprechen ????!!!!! Es heißt z. B. , , Ich '' und nicht , , Isch '' oder nicht , , nischt '' sondern , , nicht ''"
"NDY-003","114","@1995Tobias Das is hessish weiste und dess is nish shlimm is halt der dialekt ish spredshe aush so obwol ish nish von hessen komme wenn du ein problem damit hast dann hörs dir einfash nish an - . -"
"NDY-003","115","Taugt :)"
"NDY-003","116","@ScOuTii123 halt dich da doch einfach raus ! Du bist auch nich besser , ScOuTii . Lass doch jeden seine Meinung haben ia auch unnötig dass man hier jeden gleich anschnauzt , wenn jmd was nich mag. Und du bist nich lustig mit deinem ritzen . Nur weil man den kack nich mag , heißt das noch lange dass man sich ritzt oder son Scheiß . Dein Niveau liegt im Keller nd heult . !"
"NDY-003","117","aber wenn mans genau nimmt seit ihr ne FETTE KOPIE VON ALEXI BEXI !! aber gut seit ihr"
"NDY-003","118","@ScOuTii123 Halte dish mal raus is ja shön und gut dass du so hinter ihnen stehst ish finde sie aush voll gut und so aber ish ficke hier nish gleish jeden an der nenn sheiss koment . abgibt ... - . -"
"NDY-003","119","geht kacken , awas eure stimme ist ganz ok , aber würde gern mal wissen wie alt ihr typis seid"
"NDY-003","120","bestimmt nur ne kassette an gemacht und die kassette sagt alles :D"
"NDY-003","121","voll genial ! ihr seit echt voll süß ! :-D weiter so !"
"NDY-003","122","IHR HABT DEN KEKS VERGESSEN xD"
"NDY-003","123","goil ♥"
"NDY-003","124","@ErdToastiesx3 das wollten wir grad schrieben !!"
"NDY-003","125","Also ich finde die können überhaupt nicht singen"
"NDY-003","126","@dennisderplayer1 du bist ein aussenseiter"
"NDY-003","127","@dielochis sollte ich mich angesprochen fühlen ?! hahaha nein , quatsch ! Tolles lied ihr seid super ;D"
"NDY-003","128","des ist kein gesang ^^ ^des ist nur gebläre"
"NDY-003","129","seid ihr zwillinge oder brüder oder so ??? tolles lied i like it :D"
"NDY-003","130","Nicht schlecht muss ich echt sagen :)) und süß seid ihr auch :))"
"NDY-003","131","ihr könnt nicht singen xd ab das lied ist gut"
"NDY-003","132","heiko ist voll süß ich hab das lied von denen auf meinem handy die sind voll süß und können gut singen"
"NDY-003","133","wow ihr seid echt super"
"NDY-003","134","Schöner Stimmbruch"
"NDY-003","135","Der mit dem weißen ist süß"
"NDY-003","136","Hört sich so an als ob ihr das im GOOGLE übersetzter reingestellt habt herbe komisch manche stellen !!!!"
"NDY-003","137","@svenii0 wir hatten es schon auf dem Handy , einen Tag nachdem es raus gekommen ist ;)"
"NDY-003","138","lernt singen .... ihr könnt nichts"
"NDY-003","139","skips heißt nicht , , spielt sondern , , Überspringt"
"NDY-003","140","@ScOuTii123 du bist peinlich du Mongo !"
"NDY-003","141","Es gibt drei Dinge die ich hasse : 1. Justin Biber 2. Wenn mir beim Kackn Wasser an den Arsch sprizt 3. Dein Video !"
"NDY-003","142","Also ich finde euer Gesang gut keine ahnung was die anderen haben Seit ihr eigendlih geschwister ??"
"NDY-003","143","respekt :O"
"NDY-003","144","ich finds garnich so schlecht weiß garnich was ihr habt ô. o wenns euch nich passt machts doch ma besser"
"NDY-003","145","Super gemacht . ^^ Alle die sagen das diese Video Scheiße ist haben KEINEN Arsch in der Hose weil die wissen das man hier sein Gesicht nicht zeigen muss wenn man hier ein Kommentar reinstellt ! Seid froh das 2 Jungs hier eine gute deutsche Übersetzung gemacht haben . Ansonsten einfach mal die Klappe halten !"
"NDY-003","146","sehr schlecht ."
"NDY-003","147","echtmal jeder der sagt das die schlecht sind einfach nur eifersüchtig weil sie können es nicht besser vvlt ist der text nicht ganz richtig aber es hört sich gut an ok jeden ton treffen sie nich immer"
"NDY-003","148","richtig gut :)"
"NDY-003","149","ist euch das nicht peinlich ?"
"NDY-003","150","Thihi voll niedlich : 3 * Daumen hoch *"
"NDY-003","151","nutzt mal bitte autotune"
"NDY-003","152","Immer weiterüben * - *"
"NDY-003","153","Ich einfach nur den Ausenseiter nach !! Mehr net sucht euch eigene Ideen den wird es besser einfach üben üben üben !!"
"NDY-003","154","cooles video sieht leider nur aus als ob du kackst"
"NDY-003","155","Sry , aber die Klicks bekommt ihr ihr durch das Slogan , , - AUF DEUTSCH ! '' .. von alexibexi"
"NDY-003","156","Gaylord"
"NDY-003","157","Gaylord"
"NDY-003","158","LAter sind meine Kopfhörer jetzt kaputt ?? O. o"
"NDY-003","159","die übersetzen alles in google übersetzer"
"NDY-003","160","@TheFreshOMatic Bitte forme deinen Satz neu ! Ich verstehe kein Wort !"
"NDY-003","161","1 schlecht 2 google übersetzter hat mal wieder versagt"
"NDY-003","162","opfer"
"NDY-003","163","An alle die das hassen halltet eure Fresse macht es besser ihr könnt nichts als dissen die Jungs sind besser als ihr alle zusammen macht weiter so ihr seit super"
"NDY-003","164","thaha die aters sind eifer . ;) ich mags"
"NDY-003","165","die haben iwie so Voldemort Nasenlöcher"
"NDY-003","166","Süß ihr zwei :)"
"NDY-003","167","häääslich"
"NDY-003","168","@DieLochisFans chillige sache :D ich finde die voll süß"
"NDY-003","169","@thebockel garnicht die sind voll süß"
"NDY-003","170",":D süß"
"NDY-003","171","' My heart skips a beat ' bedeutet ja eigentlich ' Mein Herz setzt einen Schlag aus ' . Aber sagt's keinem !"
"NDY-003","172","hey wir können ja mal zsm singen"
"NDY-003","173","@TheDarkCoat ja und dann soll ers halt bleiben lassen wenn ers nicht kann !"
"NDY-003","174","oh seid ihr süß :D"
"NDY-003","175","So schwer zu verstehen ?? Eure Klicks bekommt ihr von Alexibexi Fans , da der jeder seiner Videos am Ende vom Namen den Slogan , , - Auf Deutsch ! '' hängt !!!!"
"NDY-003","176","LMAO"
"NDY-003","177","Google übersetzter :P"
"NDY-003","178","ja ich hab hab hab oren kebs ja ihr könnt könnt könnt nich nich nich singen ohh ohhh ohhhh"
"NDY-003","179","google translate spielt spielt spielt verrückt ! xD ernsthaft nehmt das video bitte raus das is einfach nur Unrichtig"
"NDY-003","180","Ohauau meine Ohren : -S"
"NDY-003","181","bei mir kommt beim übersetzter Herz setzt einen Schlag aus also irgend was simmt da nicht"
"NDY-003","182","@ThePiso865 google übersetzer is auch der letzte kack"
"NDY-003","183","* __ *"
"NDY-003","184","DUMM"
"NDY-003","185","der mit dem weißen Pulli kann ja noch singen aber der mit dem roten t-shirt ist grauenhaft _"
"NDY-003","186","autotune omg"
"NDY-003","187","muhahaha eure videos sind schlecht !"
"NDY-003","188","omg seid ihr schlech !!!!"
"NDY-003","189","@JoOnathanLP Y-ITTY ist zwar total geil aba die parodiren die songs nur und parodiren ist nicht übersetzten"
"NDY-003","190","@JoOnathanLP Um genau zu sein soltle es eher Alex machen , weil YTitty Parodien machen"
"NDY-003","191","@JoOnathanLP PS : Vergessen zu schreiben : Es ist doch nicht schlecht finde ich ôO"
"NDY-003","192","Also kurz und schnell die stimme finde ich nicht grad so geil aber wenn andere gäfellt dan oke aber finde es richtig geil wie ihr es betont also daumen Hoch von mir :D"
"NDY-003","193","@EJlmfao was soll das heißen Y-TITTY für arme ? Die 2 sind auch nur ganz normale menschen , und wenn es ihnen spaß macht ?! Naja von mir bekommt ihr auf jedenfall einen daumen nach OBEN ;) 3"
"NDY-003","194","@JoOnathanLP die neuen haben doch mal auch ne chanche verdient ! sowelche wie du sollten sich aus youtube verpissen !!!!"
"NDY-003","195","sooooo geeeiiilleees lied ich find es besser als das original :D"
"NDY-003","196","Das ist mein lieblingslingslied Ich hab meinen freunden auch gesagt das sie sich das angucken sollen Also Daumen hoch :)"
"NDY-003","197","0:26 HAHA Junge xDDDDD"
"NDY-003","198","die sind zwar hässlich aber singen gut ; I die wahrheit tut weh ; IIIII am liebsten würde ich euch töten und könnte so gut singen"
"NDY-003","199","is ja ganz gut aber singt nicht zusammen des is sonst nur ein fail :P xDDD"
"NDY-003","200","Was fürn scheiß ist das ?!!??!!??!!"
"NDY-003","201","zwillinge ?"
"NDY-003","202","@Nudu123 Witzig . Ich hab mal auf dein Kanal geguckt du sprichst auf keinen Video kann man dann selber andere beurtelien ? Sie trauen sich wenigstens nicht so wie du :)"
"NDY-003","203","Voll Geil !!! Hab euch grade auf meinen Blog verlinkt :*"
"NDY-003","204","peinlich"
"NDY-003","205","ich finde es nicht wichtig wie die stimme klingt es ist einfach gut das man mal hört was es auf deutsh heisst , wenn man es die ganze zeit mitsingt ... also macht weiter so es gibt sicher bessere sänger aber wie gesagt die überzetung ist das wichtigste ...."
"NDY-003","206","Ich finde das habt ihr Jungs wirklich ganz toll gemacht :-) vielleicht einbisschen gesangsunterricht und ihr wärt noch besser . meine freunde und ich singen das lied die ganze zeit auf dem schulhof :-D"
"NDY-003","207","@WomaNPau3R die leute die deinem kommentar ein daumen runter geben sollen sich aus youtube verpissen !!!"
"NDY-003","208","es fehlt noch 1 mal das wort spielt bei 2:37 :D"
"NDY-003","209","Mein Arsch schiebt schiebt schiebt schiebt PANIK ... :D"
"NDY-003","210","@WomaNPau3R genau"
"NDY-003","211","@Nudu123 ach halts maul ganz erhlich du kannst es nicht besser voll die kinder scheiße"
"NDY-003","212","mein arsch schiebt schiebt schiebt panik ! = D"
"NDY-003","213","@StrickerLetsPlays du bist ekelig sebastian"
"NDY-003","214","sind das 2 oder einer ~ . ~ :DD ich finds gut"
"NDY-003","215","@Nudu123 alter machs besser oder halt die fresse - . - die sind voll gut !!! wenn du die musik von denen nicht magst dann hör sie dir nich an - . -"
"NDY-003","216","Ey , seit ihr Single ?? xDD"
"NDY-003","217","Macht die Jungs nicht runter sagt nur eure herrliche Meinung"
"NDY-003","218","@WomaNPau3R ich find des von denen die version so endgeil cih werds mir runterladen :P"
"NDY-003","219","ROBiN"
"NDY-003","220","Das is echt super geworden ! Respekt ! LG Didu"
"NDY-003","221","@Elchman100 die haben es halt nicht eins zu eins übersetzt sondern so dass es Sinn macht .. und Mein Herz setzt einen Schlag aus .. was bedeutet das für dich ? Was passiert da ? * omg *"
"NDY-003","222","@Nudu123 ganz ehrlich verpiss dich aus youtube - . - du wirst bestimmt in der schule geschlagen oder ? kein wunder denn du gehörst auch geschlagen !"
"NDY-003","223","oh oh oh SCHEIßE ;D"
"NDY-003","224","ist komisch aber ich mag euch XD"
"NDY-003","225","ab 4:12 wirds echt scheisse"
"NDY-003","226","Ich kann das langsam nicht mehr hören ..."
"NDY-003","227","ich find dieses video am besten von allen !!"
"NDY-003","228","Ich finde das die echt gut singen können . Sie sind jungs und können das . Is nich oft und lasst sie doch einfach in ruhe . Wenn es euch nicht gefällt dann guckts euch nich an"
"NDY-003","229","@fruttichutta Dann hörs dir nish an - . -"
"NDY-003","230","212 sind kindish ;) ihr seid toll leute xP nicht viele hätten es besser machen könn der sowas falsches sagt"
"NDY-003","231","1. Wenn man nicht singen kann , sollte man es sein lassen . 2. Sonst ist es eigentlich ganz ok , auch wenn die Aussprache manchmal merkwürdig war . 3. Respekt , dass ihr es euch getraut habt Videos zu posten xD Und an die anderen hört auf irgendwelche Leute zu beleidigen ..."
"NDY-003","232","@toriikeksiii Des sind 2 also zwillinge aber sie sind zweiegige zwillinge : •D"
"NDY-003","233","Du könnt voll gut Singen *_*"
"NDY-003","234","@P0rn0Prinz1337 nur weil du zu hause verprügelt wirst und in der schule geschlagen wirst heißt das nicht , dass du andere beleidigen sollst ! solche leute wie du sollten sich einfach aus youtube verpissen"
"NDY-003","235","@BossBangerGott ganz ehrlich , dann schau dir das nicht an . Weißt du wieviel arbeit in den Video steckt ? .."
"NDY-003","236","@BossBangerGott merkt man an deinem namen kid ;)"
"NDY-003","237","schönes video <3 ich finds süß wie Roman das Herz zeigt * - * '"
"NDY-003","238","roman sing total gut"
"NDY-003","239","nette idee , aber nächstes mal bitte den Text Sinngemäß übersetzen ;)"
"NDY-003","240","Seit wann ist Skips Spielt und nicht mehr überspringt ?"
"NDY-003","241","@Error1011 womöglich sinngemäß übersetzt ;)"
"NDY-003","242","@gottundso Was ist bitte da sinn geben . Skip ist und bleibt Überspringt ._."
"NDY-003","243","@Error1011 hier stimmt des schon , wortwörtlich heißts : mein herz überspringt ein schlag . auf deutsch : spielt verrückt"
"NDY-003","244","ich könnte mir das lied echt den ganzen tag angucken !! ^^ :top:"
"NDY-003","245","Alexibexi ist besser viel besser"
"NDY-003","246","also dazu sag ich jetz nix ( würg ) 2.13 bis 2.20 ist scheise aber sonst eigentlich ganz schlecht"
"NDY-003","247","@Superraper1995 korrekt"
"NDY-003","248","Irgendwie erinnern die 2 mich an jedward ^^ Kein Plan why xD Abeer das ist voll cool unso ^-^"
"NDY-003","249","@Error1011 naja mein herz überspringt einen schlag wie hört sich das denn an ... da find ich mein herz spielt verrückt eigentlich die bessere übersetzung . aber naja ist sowieso ein problem englische lieder auf deutsch zu übersetzen wegen solchen redewendungen ... und außerdem die sind vl 12. .. :D"
"NDY-003","250","@HannaJedward1 Keine Ahnung O. o Irgendwie Zwillige und die singen und so und Jedward halt auch so :'DD Ach Keine Ahnung irgendwie Frag mich nicht ^-^ JEDWARD SIND HALT AUCH TOTAL GEIL * - * Hihii ^^"
"NDY-003","251","@HannaJedward1 Hahah wir spamen hier alles über Jedward zu :D :P Jaa hab ich :D @Ami_JEDWARD ^^ und du ?"
"NDY-003","252","Ich will euch mal im RL treffen .. XD"
"NDY-003","253","ich bin auch 12 ; bin ein mädchen ud LIEBEEE euch !"
"NDY-003","254","ja voll"
"NDY-003","255","Also das ist echt Gut geworden Jungs ! ( : Macht weiter so ! ^^ Vorallem eure stimmen .. echt toll ( : gefällt mir sehr ^^"
"NDY-003","256","@MCJulianLP seh ich auch so die beiden hams echt drauf und all die hater hamm die fresse zu halten"
"NDY-003","257","Deutsche kinder die nicht singen können"
"NDY-003","258","Die sind Gut , Hater Ignorieren ! ^^"
"NDY-003","259","ia singd sau gud ! und zusammen bei ' mein herz spielt verrückt ' und bei mrafrain , klingts am besdn , und vorallem auch wenn die 2 verschieden töne bei ' spielt ' sind , klings am besdn . FAVOURiTE !! :D :D"
"NDY-003","260","Gooottt was is das für ne abgedrehte scheise - . - !!!"
"NDY-003","261","Jetzt mal ganz erlich alle wollen wie bieber berühmt werden"
"NDY-003","262","cool"
"NDY-003","263","@DieLochis Erstmal tolles Video . Zweitens Seit ihr zufällig Zwillinge ?"
"NDY-003","264","coooooooooooooooooooooooool jetzt wo ich den ton aus gemacht hab ist das video viel besser"
"NDY-003","265","@CrazyGirlyONtheWorld ja sie sind zwillinge"
"NDY-003","266","jungs nichts gegen euch aber das herz spielt nicht verrückt das heist herzrhythmusstörung"
"NDY-003","267","Zwillinge oder Brüder , das selbe talent = Hammer performance !"
"NDY-003","268","@MCJulianLP Also wirklich die können doch nich toll singen ... ich kenn genug Leute die das besser können und im vergleich zu richtigen sängern ( nein ich spreche nicht von mainstream scheiss a la taio cruz , wobei ich bruno mars nich soooo schlecht finde ) sind die erbärmlich"
"NDY-003","269","ihr seit scheiße"
"NDY-003","270","is ja süß das ihr euch traut das reinzustellen aber zu dieter solltet ihr nich- . -"
"NDY-003","271","gehe mal zu Super Talent !"
"NDY-003","272","@MCJulianLP guck dir mal das video von denen Without you dann weißt du warum hier soviele sind , mit soviel autotune in dem lied ... :D"
"NDY-003","273","Ihr könnt einfach nicht singen hört doch einfach auf Videos zu machen !!! :("
"NDY-003","274","hahaha so ne scheiße :D :D"
"NDY-003","275","oaarrrrrr sooooooo süüüß ich mag euch so ich denke mir manchmal das ich euch wirklich kennen würde ich kann so ziemlich jedes lied von euch auswendig :-*"
"NDY-003","276","Heey wie seit ihr auf den namen die LOCHIS gekommen ?????"
"NDY-003","277","@TheVideomix01 ich auch"
"NDY-003","278","@iSkaatex3 nicht scheiße aber danke der nachfrage"
"NDY-003","279","ihr habt zwar nicht die besten gesangskünste ich finds trotzdem gut :D"
"NDY-003","280","echt super ;)"
"NDY-003","281","bisien gut"
"NDY-003","282","die aussenseiter sind viel geiler !!! :)"
"NDY-003","283","richtig cool :) könnt voll gut singen 3 :D"
"NDY-003","284","hässletten"
"NDY-003","285","hm Naja ich glaube aber My heart skips a beat heißt eigentlich Mein herz setzt einen schlag aus kann das sein ?"
"NDY-003","286","Nicht gut !"
"NDY-003","287","@Vivian19000 machs doch besser"
"NDY-003","288","roman :*"
"NDY-003","289","Mein Arsch schiebt schiebt schiebt schiebt Panik ... :D"
"NDY-003","290","bitte wieso müsst ihr jedes lied verarschen ?! Oo"
"NDY-003","291","@ricardoetemi tun wir doch gar ent ? - dieses lied zb zur auf deutsch ;D"
"NDY-003","292","wen ihr singt stirbt etwas in mir"
"NDY-003","293","klingt schon ein bisschen schief ? ;D"
"NDY-003","294","Zwar finde ich nicht , dass ihr die Besten Sänger seit , aber gut anhören tut es sich schon ... Ich find' toll :D"
"NDY-003","295","warum hat Roman in FAST jedem Video das gleiche an ?? ( aber es sieht gut aus ♥ ) und Heiko da mit seinem OBERHAMMERGAILEN Pulli : o ( ich , Julia² ) finde diesen Pulli so toll ♥ * __ * zieh den immer an ♥ der ist toll !"
"NDY-003","296","ihr 2 seid echt süß ♥ ( :"
"NDY-003","297","Ist ja zu unnötig weil ihr eure Stimmen nur gepinscht habt ( Ihr verarscht alle Leute ) !!! Wenn ihr eure Stimmen mal orriginal machen würdet würden ein paar doch noch vielleicht liken und es nicht doof finden ..."
"NDY-003","298","egal wenn man auf stopp drückt der linke zieht immer irgendne fratze"
"NDY-003","299","cool .... sweet * ____________________ *"
"NDY-003","300","Wir haben die Rechte des Urhebers , die Instrumentalversion in unserem Video zu benutzen und zu verbreiten . Sicher ?"
"NDY-003","301","Kotz"
